text,label
"you deserve a compliment ,thank you for your efforts",positive
cheat sheet got a 404 :p,neutral
Please help i keep getting error when opening IntelliJ,negative
"i can't install eclips on my windown 10. it is stucking at installing step and it says ""artifact download is progressing very slowly"". What should i do?",neutral
"hi, where is the code from 1:33 ? i watch links but cannot find. cannot se all and my try is not working",neutral
Mosh like teachers are very rare phenomenon !!!!!!!!,positive
The reason I took computer science is to become a web developer. But I need to learn java because this is where my whole first year will revolve,neutral
Why can he call his scanner variable “scanner”? I thought that was a reserved word,neutral
Very good tutorial!!! thanks for sharing such a good amount of information a lot of courses theyskip some of the fundamentals and I just dont get it. These people how makes fun of pronounciation probably dont speak another language! I had some similar experience.,positive
"I've seen that fizzbuzz example a bunch of times now.

the best solution seems to depend on the situation lol; but it seems to be best to perform each check only once and consecutively print fizz and/or buzz if it's not the number.",neutral
I'm just trying to play bitburner :<,neutral
Thanks i ve watched full coding video very first time in life.,positive
After I try to create a new file it does not show java under generator does anyone faced with this issue,negative
35:05:00,neutral
cheat sheet is not working,neutral
"8:59i can not see the java option in mine, i wonder why",neutral
come to india sir,neutral
he looks like jokoy if he’d listened to his mom,positive
"I am a beginner, starting from 0, jiijjijijij. I was reading a tutorial on a website and I was really confuse. I watched  your tutorial and you make it so interesting and easy to understand. I think that I have to watch it again in order to have a better and clean idea of the program. Thank you a lot. I really appreciate it!!!!",positive
https://youtube.com/playlist?list=PLWD8RvOty2aVjVtig23gW011x6NN4kT4G,neutral
"thanks mosh for the video, where do i continue after this video, what do i learn? what should i follow?",neutral
hi . there is a mistake on 2:10 for the while loop. the i should have been initiated to 5 if we wanted to print hello world 5 times and then decrement. this is a great course thank you for what you are doing.,positive
learn n practice,neutral
O melhor!!,neutral
Please send me your email and let’s mail,neutral
Heyyy,neutral
"Very good Tutorial. To me it seems like, intelliJ is a bit different  on Windows",positive
"Hello, what is the difference between .member and .method ?",neutral
I have a trouble downloading Intellij Idea version 2019.1.2? can you please help or give a link to download it. Thanks,positive
"If you're using a newer version of IDEA the UI has changed. Just pick ""New Project"" from the menu on the left, name your project, toggle ""Add sample code"" on, then hit the ""Create"" button. After your project is ready, just right click the ""src"" folder in the sidebar and select ""New"">""Package"". After that just drag and drop the Main.java file into that new package folder and IDEA will ask to refactor(just say yes or ok). After that your files should look and act like Mosh's.",positive
01:20:27,neutral
"Hello Mosh,
Thank you for taking out time to make a video on java for beginners like me. I really appreciate it.
 I couldn't get the cheat sheet. the link could not be found. I'm glad I'm learning a lot from this, thank you.",positive
01:15:31,neutral
01:01:43,neutral
"Wasn't there enough of views to create what has been promised? Only Beginners tutorial was created, where are the others?
Don't get me wrong, I am super grateful for this, but I am tired of getting one part of n - never having opportunity to decently learn from YT and from such great teacher as yourself...",positive
سلام آقاااااااااااای همدانی، من امروز شمارو دیدم و از لهجه شک کردم که ایرانی هستید تا اینکه اسمتون رو دیدم، خلاصه که باعث افتخارید ,neutral
Simple React Snippets has been scrolling for 2 hours. Is this a normal download? Ronn,neutral
How long is it supposed to take to download Simple React Snippets? Ronn,neutral
01:19:50,neutral
facing a issue with cheat sheet...,negative
50:45:00,neutral
INCREDIBLE. I learned more with this video than with 2 semesters at University! THANK YOU. You are a great teacher,positive
"42:12 For me doest not works, x:1 and y:1 Having Syntax errors",negative
I was too stupid for this 19 years ago and I am still too stupid for it now,neutral
"Wow! I studied computer science for 9 years and you just sum it up in 2 hours! 
Amazing Tutorial and very well and clearly explained! You are amazing!❤",positive
👍,neutral
"let me just say this ""i love you!!""",positive
"Mosh: Can you explain the heirarhy of Package, Class,  com.x, Main and main. I am new to Java and I keep getting an error like ""Error: Unable to load main class com.theCars.main in module Cars  java.lang.NoClassDefFoundError: com/theCars/Main (wrong name: com/theCars/main)  Which ones need the same name like ""Cars"" or something?",negative
perfect,neutral
Let me know a shortcut key when you are running / executing Java program~ :),neutral
so confusing,negative
10:08,neutral
"MyFizzBuzzSolution : import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner s = new Scanner(System.in);
        System.out.print(""Number : "");
        int sai = s.nextInt();
        if (sai%5==0 && sai%3==0){
            System.out.println(""FizzBuzz"");
        }
        else if (sai%5==0){
            System.out.println(""Fizz"");
        }
        else if (sai%3==0){
            System.out.println(""Buzz"");
        }
        else {
            System.out.println(sai);
        }

    }
}",neutral
